dir_name,Mode 1,Mode 2,Mode 3,Mode 4,Mode 5,Mode 6,Mode 7,Mode 8,Mode 9,Mode 10,Mode 11,Mode 12
ToF_0,-1.133499451,0.2544032622603709,0.7261149052232113,-1.532085298,-0.050957092,-0.235656528,0.7131461310908843,-0.812707235,0.2374955612707946,-0.919173912,0.2846425585191148,-1.527044384
ToF_1,-0.837595328,0.005183982,0.9691549716430176,-2.01736523,-0.274726697,-0.084388429,1.2203392009960543,-0.736533453,0.2560545652397861,-1.126991966,0.3198020366146903,1.8369322812838824
ToF_2,-1.094269578,-0.02091518,1.0852773524267407,-1.400836464,-0.804493124,1.7920351248098214,0.597489113,-0.537104126,0.5912028500902688,-0.797429249,-1.218247287,-1.255747684
ToF_3,-0.661524195,0.2469995257907153,0.066105456,-0.480464244,0.5655846645321716,0.7917611400086583,0.3518377803545341,0.9474149659238336,0.8495179819843907,-0.575531744,1.5262755127704053,2.254591624641884
ToF_4,-0.275580457,-1.596965638,-1.430002108,-0.622538153,0.9195967764194224,-0.203677336,0.023828561,0.1055053478832274,-0.937507581,-0.494025721,-0.947366823,-1.437641783
ToF_5,-1.101469604,-1.209983281,-1.499243397,0.7779123043102631,-0.596748066,-0.806692296,0.017690142,0.8826059523119695,-0.002518797,1.122078922760141,1.7771764421063856,0.2454156233791449
ToF_6,-0.90571168,-1.616222294,-0.489874373,-1.35723284,-0.296726332,-0.751450771,0.2714031617622287,0.083150314,-0.422491795,-1.838714688,-0.774548647,0.5277036198004992
ToF_7,-0.314107565,-1.977397206,-0.594247461,-1.210539771,0.8348058587379675,0.075696285,-0.048250537,0.7683319079844636,0.8838609768027622,0.5981676408930198,1.562918995909255,1.2400145946873042
ToF_8,-0.52575647,0.7709442410873762,-0.692875522,-0.487160608,-2.075456332,0.577430801,-0.863609333,-0.855467721,0.09367298,-0.686045741,0.8742485187502297,0.3982149037069504
ToF_9,-0.777801583,0.052607152,-0.477285998,0.8569715137895295,-2.422231244,-0.563443572,-1.145157713,-0.606019905,0.087803899,-0.273982854,-0.678545259,-1.819039121
ToF_10,-1.144767003,-0.46712971,-0.140476874,0.8539972692642284,-1.656887917,0.7053763717262079,-1.607513237,-0.002452774,0.907562328,-0.255268829,-1.376557699,-0.394725963
ToF_11,-0.633134429,0.5346763609068239,-1.013732911,-0.874466141,-1.692582503,1.2139841360977417,0.805267838,0.4954199953191157,1.65819707,-0.314915861,1.468722617283163,-0.382444529
ToF_12,0.1793085624488022,-0.018297552,0.064544543,-1.966491504,0.6693059686850955,0.8252410635470642,0.9686305313561232,-1.388534618,0.5445845518848302,1.991071599311089,0.5260568967126455,-0.669163175
ToF_13,0.6139414822345879,0.04335845,0.1775112421151703,-1.544073613,0.954655101,1.2355254284709694,0.5584017261912283,0.3647962611405253,0.2014873388082289,1.2807914244011331,-1.532741883,-0.411305992
ToF_14,0.3562096598211339,0.7658556617619855,0.1887187880479457,-1.885315241,0.7421398152748815,1.242096052652753,0.1432558261031885,-0.114518301,2.150610974696029,-0.159225038,-0.420809562,0.490053088
ToF_15,0.8134830703587026,0.5250470064102453,-0.11982669,-0.663313474,-0.941783106,1.0904987899169216,1.1061283791456549,-0.623338023,0.3143884083698639,-0.279191408,0.2309162965274241,1.338492649
ToF_16,0.5959044770811334,0.7934744590690512,-1.418185596,-0.078116567,1.1772653866104088,0.2707613652115492,-0.85523188,0.8779140228855054,0.066757417,-0.944535587,1.8168825785287768,0.5451234506057678
ToF_17,1.1409233361790765,0.2780222719106862,-1.233230013,-0.727929749,2.2673866023291467,-0.931315454,-0.122063739,0.6443373246266176,1.6127269948551866,0.092995453,-0.530627451,-0.128243048
ToF_18,0.8089839166320884,0.4101828238177568,-0.600700037,-0.194918497,0.965796701,1.7983408674111103,-0.03884511,-1.401686302,-0.111228446,-0.413748678,0.5759053584266804,-1.100497169
ToF_19,1.0699904144951466,0.5967822135767598,-1.368330796,0.089612781,0.5388952428384364,0.012959976,-0.042065323,-1.44888091,-0.562496629,-1.474621195,2.2048859314203497,-0.310497063
ToF_20,0.224965425,0.1791649069295153,1.0772004484300213,1.8860694096953123,1.1628008455113903,1.1846590394003127,1.4947652480834832,-1.357086411,-0.288710112,-0.360900403,-0.62474203,-0.23888187
ToF_21,0.5139422409994382,-0.982820384,0.9187747874807112,0.4929911362995448,0.9920559778605776,0.3254717099833637,-1.346921112,-0.109458156,-0.497809379,0.8911660497561574,-1.808014309,-0.224583314
ToF_22,0.6214584703549919,-0.885000282,0.1997395784891914,0.8295374921410686,0.4829602222473961,-0.09896684,-1.681831307,0.1467440249047485,0.6314567304837038,-1.885402187,-1.204767489,0.1012439431150535
ToF_23,-0.28467639,-0.276236949,1.016382483446487,1.7430590621554232,-0.312297151,-1.773193423,0.7043032937194627,0.6117060873048902,0.8673776629622604,-0.845513369,0.7734812609512298,0.1034385981712521
ToF_24,1.806940773582732,0.907902723,-0.339231205,-0.187506289,0.1324159352520693,0.6870194747344271,0.5309217490885548,-0.165752558,-0.834464019,1.4860931686685914,-0.881874441,1.2301114794261214
ToF_25,1.3836996371268773,0.8825862686779218,0.049680955,0.4312369454461362,-0.506063128,1.4578814390056516,1.4083900265546516,-0.151870009,-0.895061556,-1.217025524,1.301123989753118,-0.21958705
ToF_26,1.5321658673569205,0.9493101930954224,-0.567347284,0.7221517557028595,-0.087400201,-0.361307658,-0.664050048,1.3358609328014222,-0.935559145,-0.118572231,-0.887050311,-0.618127665
ToF_27,1.758577009707134,0.6212083697312837,-0.548308575,0.3104997967415407,0.1019885366229417,-0.712207975,-0.131606726,0.6005422204595107,0.4874818711831002,-0.717644935,1.6455631303758338,-0.15456491
ToF_28,-1.468423895,0.3774969531684352,-0.398224438,1.8189386301269712,-0.889429002,0.3466482788331393,1.13076709,0.6729980997309409,-1.421649388,-0.330850446,-0.613190483,-0.750610773
ToF_29,-1.648510935,0.2265488821267336,-0.531740522,2.011428708533185,-0.363612448,1.0582016030240755,-0.880845672,0.8462399193072678,0.5942472252845188,0.4786891606694371,1.3626780541939745,-0.811804236
ToF_30,-1.827795047,0.5226174799087152,-1.432991667,-0.113255417,0.7831530634727996,-1.003946381,0.4663412684948476,0.9334516820013294,0.1476009160532082,-0.585612552,1.3869681045182136,-1.188737763
ToF_31,-2.480870076,0.4375584140501365,0.1870375560805592,0.2060900645928359,-1.379912019,0.734683285,-0.65078644,0.5987549272296372,0.089092772,0.6840134097938011,0.3503809159756915,0.1821658606076515
ToF_32,-0.431182612,0.016756002,0.7550224433166214,-1.219200569,1.2269352408851908,-0.849658311,-1.56203573,-1.433440901,1.0571871734734302,0.890772676,-0.016939,0.4965369243285994
ToF_33,-0.402289559,0.2116446807172456,0.7102638039909581,-0.515904723,0.9771996197438264,-0.603252947,-1.400478262,-0.244449881,0.425357535,-0.259006709,0.6679691118381342,-0.804398754
ToF_34,-0.120889418,0.4417631133264799,1.204420693576651,-0.391258523,1.5313292977451725,-0.281801145,-1.303877812,-0.956041434,0.8334160474536351,-0.178802004,-1.309593103,-0.18404515
ToF_35,-0.969218992,-1.017530228,1.983344848276523,-0.124403089,1.0996262958194911,1.1605502338666251,-1.104055778,0.2385218586639348,0.6541437474006284,-0.023298599,-0.515223445,-0.564484329
ToF_36,0.5833124818511892,-1.828703896,-0.113286038,1.2106684106586734,0.7817543714949138,0.4346243816617734,-0.143753833,-1.086088525,-1.696206967,0.059522013,-1.282399306,-0.02868925
ToF_37,1.3391249593429606,-1.265108444,-0.918824493,0.5193586594646032,-0.068153655,0.3614272895883536,1.831902010354804,-0.262204317,-1.160586582,0.8937413641099412,-1.004808841,0.5549336716044395
ToF_38,1.712035533200646,-1.529666014,-0.21084778,-0.959990536,-0.074336975,-0.182199834,-0.449711145,-0.713259944,-0.295843468,-0.171598971,0.039961641,1.8516893036011104
ToF_39,0.3788513914945901,-1.538749204,0.7654130809486348,0.2937687669410649,-0.814606089,-0.231856022,-0.479773714,0.4834310794609647,-1.70115999,0.1548778094477637,-0.392530449,-0.706802021
