dir_name,Mode 1,Mode 2,Mode 3,Mode 4,Mode 5,Mode 6,Mode 7,Mode 8,Mode 9,Mode 10,Mode 11,Mode 12
ToF_40,0.5966512542181845,-0.510113834,0.2604159834523756,-1.59370778,-1.576575078,-0.547068006,1.2049525433990216,1.3800290306300518,0.004878985,-1.364285582,1.0219460576373562,-0.381100878
ToF_41,0.1803025983185574,-0.290753476,0.9956477720088968,-0.577958129,-1.284513865,-0.145363522,-0.212303579,0.1776171066585707,-0.248282003,1.7289795456964612,0.6432440182513138,0.4743288122643646
ToF_42,0.6477795763800626,-0.179850721,0.7927668432804502,-0.453214037,-0.755038015,-0.144133042,-0.643177727,0.733989509,-0.487421664,-0.572920876,-2.186393117,0.9828384672923868
ToF_43,0.016962403,-0.384898792,-0.043116746,-0.96908218,-1.838662365,-1.199491805,0.055379347,-0.503068011,-0.045048078,-0.82536641,0.1237661295517006,1.206783555490325
ToF_44,0.1397784743079649,1.1959221238245403,-0.978994267,-1.090657176,-0.329211314,-0.524689561,-2.110503929,1.367233566464623,-0.409703488,0.9726639402053106,-0.584592284,1.0693887606777437
ToF_45,0.4092406072677568,1.5046295207911553,-0.915915373,0.8557233971540606,0.5150755012243291,-1.18590179,-1.691261336,0.7085458999128652,-0.922237519,1.1796647030868317,-0.346545683,-0.962102345
ToF_46,-0.335820796,1.6101438250421052,-0.7133824,0.022200741,-0.699424855,0.3556147479836763,-0.983954125,1.874257825637316,-1.680602627,-0.218758202,0.4113179948791928,-0.535735102
ToF_47,0.5363048194153108,1.2062277340257863,-0.244990413,0.9852163286717852,-0.125510445,-1.143218927,-0.408112769,0.544704279,0.206705677,-1.792171114,-0.585487706,-0.284022553
ToF_48,0.5363048194153108,1.2062277340257863,-0.244990413,0.9852163286717852,-0.125510445,-1.143218927,-0.408112769,0.544704279,0.206705677,-1.792171114,-0.585487706,-0.284022553
ToF_49,0.1088979920908689,0.3565617315227209,0.990972466,1.4601604907598316,-0.520294734,-1.138722664,1.5317096520102642,-0.784131463,1.6303334983591231,0.2783189723431656,0.5427350203083225,0.6317866163775099
ToF_50,0.1212352758505946,0.6233202153037015,0.1229871662823955,1.6247952046522425,-1.534218105,0.7126785915980777,1.1075276359216513,0.6792368252233871,0.1436359578282464,2.0138855503101247,-0.327740417,0.947795242
ToF_51,1.0667422218742384,0.3017900981867094,0.7877018257974266,-0.168553002,-0.147354838,-0.37953583,0.2028343322702391,1.7087587494002627,1.730345564658185,0.9520844672696532,-0.320815519,0.6288135847629689
ct_1010,-0.917713225,-0.232689184,0.589894245,-0.984095323,0.170454933,-0.065112097,0.265501789,0.666613994,1.268345643,-0.876627558,-2.466480721,0.855550265
ct_1143,-0.712766241,-2.001327738,-1.744925073,-0.040468977,0.048713237,-1.576826874,0.42145171,-1.12449381,0.558534719,0.119771089,0.370719887,-0.234682054
ct_1146,-0.958256476,0.389236585,0.207574734,0.071733967,-2.396309527,1.237562196,-0.791242891,-0.752950643,1.259926715,0.079725861,0.896315452,-0.079880528
ct_1147,0.372880194,0.49345392,0.102257222,-1.579854684,0.410567914,0.698672699,2.064108701,0.160579897,0.378844626,0.751755678,0.464290533,-1.799787958
ct_1178,0.628430242,0.689993076,-1.63450704,-0.921587087,1.493352455,0.934534937,-1.258298829,0.470570723,0.526010615,-0.726852021,1.007699346,0.934783538
ct_1012,0.51591556,-0.438665377,1.576222673,1.489921005,0.920541622,-0.375172987,-0.078479345,0.191142378,0.922679781,-1.785770084,0.876398059,-1.011366607
ct_1015,1.640593868,1.088755032,-0.53609324,0.82914416,-0.284859605,0.250390607,0.455871782,-2.112006943,-0.541304584,-0.50257788,-1.33119745,0.167360363
ct_1028,-2.141962657,0.55414934,-0.489174778,1.2792149,0.514973168,0.88203199,1.043878718,0.412434037,-1.62764765,-0.451723531,0.19747145,0.324643964
ct_1037,-0.711684349,-0.125758683,1.508262735,-0.470938065,1.363417052,0.000462416,-1.436175024,-1.414080895,-0.584102552,1.632059807,-0.101493188,-0.031803104
ct_1046,1.267497493,-2.176570815,0.003811146,0.488892006,-0.482210773,1.558271917,-0.274925439,1.103585708,-0.786876801,0.742932494,-0.54878512,0.091985781
ct_1074,0.457768665,-0.039723392,0.966702347,-1.52939897,-1.073416107,-1.152304336,0.209624166,0.172324495,-1.73187601,-1.03505691,0.972364501,1.021097712
ct_1124,-0.014309637,0.97452453,-0.780131377,0.235961577,-0.621399146,-1.28795435,-1.45152555,1.318549757,-0.613255525,0.291759611,-0.821197964,-1.830213775
ct_1129,0.573606563,0.824622705,0.230106406,1.13147549,-0.063825223,-1.104556117,0.830210211,0.907731303,0.970721022,1.760603445,0.483895216,1.592312404
